,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
Iteration 286,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,-5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,-5,-5,5,5,5
Iteration 287,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,5,5,-5,5,5,-5,-5,-5,-5,5,5,5,5,5,5,5
Iteration 288,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5,5,-5,5,5,5
Iteration 289,5,5,5,5,5,5,5,-5,-5,-5,-5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Iteration 290,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,-5,5,-5,-5,5,5,5,5,5,5,5
Iteration 291,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 292,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,-5,-5,5,5,5,-5,5,-5,5,5,5,5,5,5,5,5
Iteration 293,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,5,5,5,5,-5,-5,5,5,5,-5,5,-5,5,5,5,5,5,5,5,5
Iteration 294,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,5,5,5,5
Iteration 295,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,5,5,5,5
Iteration 296,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,5,5,5,5
Iteration 297,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,-5,5,-5,-5,5,5,5,5,5,5,5
Iteration 298,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,-5,5,5,-5,5,5,5,5,5,5,5
Iteration 299,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,5,5,5,5,5,-5,-5,5,5,5,5,5,5,-5,5,5,5,5,5,5,5
Iteration 300,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,5,5,5,5
Iteration 301,5,5,5,5,5,5,5,5,5,-5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,5,-5,5,5,5,5,5,5,5,5
Iteration 302,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,5,5,5,-5,-5,5,5,5,5,5,5,-5,5,5,5,-5,-5,5,5,5
Iteration 303,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,-5,-5,-5,5,5,5,5,5,-5,5,5,5,5,5,5,5,5
Iteration 304,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,5,5,5,5,-5,-5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 305,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,-5,5,5,5,5,5,-5,5,5,5,5,5,5,-5,5,5,5,5,5,5,5,5
Iteration 306,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,-5,-5,5,5,5,5,5,5,-5,5,5,5,5,5,5,5
Iteration 307,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,-5,5,5,5
Iteration 308,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,5,5,5,5,-5,5,-5,5,5,5,-5,-5,5,5,5,5,5,5,5,5
Iteration 309,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,-5,-5,5,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 310,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,5,5,5,5
Iteration 311,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,-5,-5,5,5,5,5,-5,5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 312,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 313,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,-5,5,5,5
Iteration 314,5,5,5,5,5,5,5,5,5,-5,5,5,5,5,5,-5,5,5,5,-5,5,5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 315,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,-5,-5,5,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 316,5,5,5,5,5,5,5,5,5,-5,5,5,5,5,5,5,-5,5,5,5,5,-5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 317,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 318,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,5,5,-5,5,5,-5,5,-5,5,5,5,5,5,5,5,5
Iteration 319,5,5,5,5,5,5,5,5,-5,5,5,5,5,5,-5,-5,5,5,5,5,5,5,5,5,5,-5,5,-5,5,5,5,5,5,5,5,5
Iteration 320,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,5,-5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 321,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,-5,5,-5,5,5,5,5,-5,-5,-5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5
Iteration 322,5,5,5,5,5,5,5,5,5,-5,5,5,5,5,5,-5,5,5,5,5,5,-5,5,5,5,5,5,-5,5,5,5,5,5,5,5,5
Iteration 323,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 324,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,-5,5,5,5,5,5,5,-5,5,5,5,5,5,5,5,5
Iteration 325,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 326,5,5,5,5,5,5,5,-5,-5,-5,-5,5,5,5,5,5,-5,5,5,5,-5,5,5,5,5,-5,5,-5,5,5,5,5,5,5,5,5
Iteration 327,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,-5,-5,-5,-5,5,5,5,-5,5,-5,5,5,-5,5,5,-5,5,5,5,5,5,5,5
Iteration 328,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,-5,-5,5,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 329,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,5,5,5,5
Iteration 330,5,5,5,5,5,5,5,-5,-5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,-5,5,5,5,-5,-5,-5,-5,5,5,5,5,5,5,5
Iteration 331,5,5,5,5,5,5,5,5,5,-5,5,5,5,5,-5,-5,5,5,5,5,5,-5,-5,5,5,-5,-5,-5,-5,5,5,5,5,5,5,5
Iteration 332,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,5,5,5,5,5,-5,5,5,5,-5,-5,-5,-5,5,5,5,5,5,5,5
Iteration 333,5,5,5,5,5,5,5,-5,5,-5,5,5,5,5,-5,-5,5,5,5,5,5,-5,-5,5,5,-5,-5,-5,-5,5,5,5,5,5,5,5
Iteration 334,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,5,5,-5,5,5,-5,-5,-5,-5,5,5,5,5,5,5,5
Iteration 335,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,-5,5,5,5,5,5,-5,5,5,5,5,5,5,5
Iteration 336,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,-5,5,5,-5,5,5,5,5,-5,5,5,5,5,5,-5,5,5,5,5,5,5,5,5
Iteration 337,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 338,5,5,5,5,5,5,5,5,5,5,-5,5,5,5,5,-5,-5,5,5,-5,5,5,-5,5,5,-5,-5,-5,-5,5,5,5,5,5,5,5
Iteration 339,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,5,-5,5,5,5,5,5,-5,5,5,5,5,5,5,5,5
Iteration 340,5,5,5,5,5,5,5,-5,5,-5,-5,5,5,5,5,-5,5,5,5,-5,-5,-5,-5,5,5,-5,-5,-5,-5,5,5,5,5,5,5,5
Iteration 341,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,-5,-5,-5,-5,5,5,5,5,5,5,5
Iteration 342,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,-5,5,5,5
Iteration 343,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,5,-5,5,5,5,5,5,5,-5,5,5,5,5,-5,5,5,5,-5,-5,5,5,5
Iteration 344,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,5,-5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 345,5,5,5,5,5,5,5,5,-5,-5,5,5,5,-5,-5,-5,5,5,5,5,5,-5,-5,5,5,-5,5,-5,-5,5,5,5,5,5,5,5
Iteration 346,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,5,-5,5,5,5,5,5,-5,5,5,5,5,5,5,5,5
Iteration 347,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,5,5,5,5,5,-5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 348,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,5,-5,5,5,5,5,-5,-5,5,5,5,5,5,5,5,5
Iteration 349,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,5,5,-5,5,5,5,-5,-5,5,5,5,5,5,5,5,5
Iteration 350,5,5,5,5,5,5,5,5,5,-5,5,5,5,5,-5,-5,5,5,5,5,-5,5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 351,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,5,5,5,5,5,5,-5,-5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5
Iteration 352,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,-5,5,-5,5,5,-5,-5,-5,-5,5,5,5,5,5,5,5
Iteration 353,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,5,5,5,5,5,5,5,-5,5,5,5,5,5,5,5,5
Iteration 354,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,5,5,-5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5
Iteration 355,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,5,5,5,5,5,5,-5,-5,5,5,-5,-5,-5,-5,5,5,5,5,5,5,5
Iteration 356,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,5,-5,5,5,5,5,5,5,5,5
Iteration 357,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,5,-5,-5,5,5,-5,-5,-5,-5,5,5,5,5,5,5,5
Iteration 358,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5
Iteration 359,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,-5,5,5,5,5,5,5,-5,5,5,5,5,5,5,5,5
Iteration 360,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,-5,-5,5,5,5,5,-5,-5,-5,5,5,-5,-5,-5,-5,5,5,5,5,5,5,5
Iteration 361,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,5,5,5,5
Iteration 362,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,5,5,-5,5,5,5,5,5,5,5
Iteration 363,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,-5,5,5,5,5,5,-5,5,5,5,5,5,5,5
Iteration 364,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,5,-5,5,5,5,5,5,5,5,5
Iteration 365,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,5,5,-5,5,5,5,5,-5,5,5,5,5,5,5,5,5
Iteration 366,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Iteration 367,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,-5,-5,5,5,5,5,5,5,-5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 368,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,5,5,5,5,-5,-5,-5,5,5,-5,-5,-5,-5,5,5,5,5,5,5,5
Iteration 369,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,-5,-5,-5,5,5,5,-5,-5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 370,5,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,-5,5,5,5,5,-5,-5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 371,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,-5,-5,5,5,5,5,5,5,5,5,5,-5,5,-5,5,5,5,5,5,5,5,5
Iteration 372,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,-5,5,5,5,5,5,-5,5,5,5,-5,5,-5,5,5,5,5,5,5,5
Iteration 373,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,5,-5,5,5,5,5,-5,-5,5,5,5,-5,5,5,-5,5,5,5,5,5,5,5
Iteration 374,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,-5,5,5,5,5,5,-5,5,5,-5,5,-5,5,5,5,5,5,5,5,5
Iteration 375,5,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,-5,5,5,5,5,-5,-5,5,5,5,-5,5,-5,5,5,5,5,5,5,5,5
Iteration 376,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,-5,-5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,-5,5,5,5,5
Iteration 377,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,-5,-5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Iteration 378,5,5,5,5,5,5,5,5,5,-5,5,5,5,5,-5,-5,5,5,5,5,5,5,5,5,5,-5,5,-5,5,5,5,5,5,5,5,5
Iteration 379,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,-5,-5,5,5,5,-5,5,5,-5,5,5,-5,5,5,-5,5,5,5,5,5,5,5
Iteration 380,5,5,5,5,5,5,5,-5,5,-5,5,5,5,5,5,5,5,5,5,5,-5,-5,5,5,5,-5,5,5,5,5,5,5,5,5,5,5
Iteration 381,5,5,5,5,5,5,5,-5,-5,-5,-5,5,5,5,5,-5,5,5,5,5,5,-5,-5,5,5,-5,5,5,-5,5,5,5,5,5,5,5
Iteration 382,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,5,-5,5,5,5,5,5,-5,5,5,5,5,-5,5,5,5
Iteration 383,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,5,5,5,5,5,-5,5,-5,5,5,5,5,5,5,5,5
Iteration 384,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,-5,-5,-5,5,5,-5,-5,-5,-5,5,5,5,5,5,5,5
Iteration 385,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 386,5,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,-5,5,5,5,5,5,-5,-5,5,5,-5,5,-5,-5,5,5,5,5,5,5,5
Iteration 387,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,-5,-5,5,5,5,5,5,-5,5,5,-5,-5,-5,-5,5,5,5,5,5,5,5
Iteration 388,5,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,-5,5,-5,-5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 389,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,-5,-5,5,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 390,5,5,5,5,5,5,5,5,5,-5,-5,5,5,5,-5,-5,5,5,5,-5,5,5,-5,5,5,-5,-5,-5,-5,5,5,5,5,5,5,5
Iteration 391,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,-5,5,-5,5,5,5,5,5,5,5,5
Iteration 392,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,-5,-5,-5,-5,5,5,5,5,5,5,5
Iteration 393,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,5,5,-5,5,5,-5,-5,5,-5,5,5,5,5,5,5,5
Iteration 394,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,5,5,-5,5,5,-5,5,5,-5,5,5,5,5,5,5,5
Iteration 395,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,-5,-5,5,5,5,5,5,-5,-5,5,5,-5,-5,-5,-5,5,5,5,5,5,5,5
Iteration 396,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,5,5,-5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 397,5,5,5,5,5,5,5,5,5,-5,5,5,5,5,-5,-5,5,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 398,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,-5,-5,5,5,5,5,5,5,5,5
Iteration 399,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,5,5,-5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 400,5,5,5,5,5,5,5,5,5,-5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 401,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 402,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 403,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,-5,5,5,-5,5,5,5,5,5,5,5
Iteration 404,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,5,-5,-5,5,5,-5,-5,-5,5,5,5,5,5,5,-5,5,5,5,5,5,5,5
Iteration 405,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,5,5,5,5
Iteration 406,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,-5,-5,5,5,5,5,5,5,-5,5,5,5,-5,5,-5,5,5,5,5,5,5,5
Iteration 407,5,5,5,5,5,5,5,5,5,-5,5,5,5,5,-5,-5,5,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 408,5,5,5,5,5,5,5,-5,-5,-5,-5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 409,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,5,5,-5,5,5,-5,5,5,-5,5,5,5,5,5,5,5
Iteration 410,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 411,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,-5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 412,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,-5,-5,-5,-5,5,5,5,5,5,5,5
Iteration 413,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,5,5,-5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 414,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,5,5,5,5,5,-5,5,5,5,-5,-5,-5,-5,5,5,5,5,5,5,5
Iteration 415,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,-5,5,5,5,-5,5,5,-5,5,5,5,5,-5,5,5,5,-5,5,5,5,5
Iteration 416,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,-5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5
Iteration 417,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5
Iteration 418,5,5,5,5,5,5,5,-5,-5,-5,-5,5,5,5,-5,-5,5,5,5,5,5,5,5,5,5,5,5,5,-5,5,5,5,5,5,5,5
Iteration 419,5,5,5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,-5,-5,5,5,5,5,5,-5,5,5,-5,-5,5,-5,5,5,5,5,5,5,5
Iteration 420,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 421,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,5,-5,5,5,5,5,-5,-5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 422,5,5,5,5,5,5,5,5,5,-5,5,5,5,5,5,-5,5,5,5,5,5,5,-5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 423,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,5,5,5,5,-5,-5,5,5,5,-5,-5,-5,5,5,5,5,5,5,5,5
Iteration 424,5,5,5,5,5,5,5,5,-5,-5,5,5,5,-5,5,-5,-5,5,5,5,-5,-5,-5,5,5,5,5,-5,5,5,5,5,-5,5,5,5
Iteration 425,5,5,5,5,5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,-5,5,5,5,5,-5,5,-5,5,5,5,5,5,5,5,5
Iteration 426,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,-5,-5,5,5,5,5,-5,-5,5,-5,5,-5,5,-5,5,5,5,5,5,5,5,5
Iteration 427,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,5,-5,5,5,5,5,-5,-5,5,5,5,5,5,5,5,5,5,5,-5,5,5,5
Iteration 428,5,5,5,5,5,5,5,5,-5,-5,-5,5,5,5,5,-5,-5,5,5,5,5,-5,5,5,5,5,-5,-5,5,5,5,5,5,5,5,5
